      x1        x2         z
    1.9256   -1.5334    2.1547
   -2.6090   -0.6056   -0.1685
    0.2919    1.3639    0.5443
   -2.5647    2.0340   -2.2094
   -1.5209         0         0
   -0.8614    0.9247   -0.6339
    1.3042   -2.3049    5.5040
   -0.6029   -1.5334   -1.2407
   -0.8614    0.2747   -0.0592
    1.9326   -0.6056    0.3288
   -1.2405    2.1697   -4.4046
    1.3042    2.1697    4.8809
    0.8891    3.0298    6.9104
   -1.7004    2.1697   -4.5790
    1.9256    0.2747    0.0653
   -1.2405   -1.7491   -3.0646
   -2.8625   -2.3049   -1.3635
    0.2919    0.9247    0.2300
   -0.6029    2.7781   -4.0098
   -0.6029   -1.7491   -1.7818
    0.5988    3.0298    5.5706
   -2.6090    0.2747   -0.0412
    0.5988   -2.6738    4.3024
    1.3042    2.0340    4.3585
   -1.2405    0.9247   -0.8116
    2.5853   -1.2848    0.8129
   -2.5647   -2.3049   -2.6408
    0.5988    1.1955    0.7430
   -2.8625   -1.5334   -0.6374
    1.3042   -0.6056    0.3658
   -0.6029   -0.3083   -0.0540
   -2.8625   -0.6056   -0.1108
   -1.7004   -2.7618   -8.1798
   -0.8614         0         0
   -1.7004   -0.3083   -0.0986
    1.9326   -1.2848    1.5111
         0   -2.7618         0
    1.6335    1.8182    3.5696
    0.8891   -1.7491    2.4497
   -1.5209    0.2747   -0.0693
   -1.2405   -1.2848   -1.6584
   -1.2405    1.3639   -1.8790
         0         0         0
    0.5988         0         0
   -0.6029    0.5414   -0.1630
    2.5560    2.0340    2.0772
    3.0164    0.9247    0.1123
   -2.5647   -2.7618   -4.5093
   -1.9530   -0.9637   -0.8027
   -1.7004   -2.1487   -4.8593
    2.5853    2.0340    2.2600
    2.5560    1.3639    0.9900
    1.9326   -2.1487    4.2601
    1.9256   -1.7491    3.0247
    3.0164   -2.6738    0.8502
    1.3042    0.5414    0.2896
   -1.2405    0.5414   -0.2878
    1.9256   -2.7618    7.8214
    0.2919   -1.5334    0.6164
    0.8891   -2.6738    5.3945
    1.9326   -1.7491    2.6341
   -0.6029    1.1955   -0.7564
   -0.6029   -2.3049   -3.0078
   -2.6090    1.8182   -1.7834
   -0.6029    0.2747   -0.0389
    3.0164   -1.2848    0.2124
   -1.7004   -2.6738   -6.7936
    0.2919   -1.2848    0.5217
   -1.7004    2.0340   -3.9010
   -2.8625   -2.1487   -1.3360
    0.2919   -2.3049    1.5621
    2.5853   -2.1487    2.3662
   -0.8614    2.1697   -3.2963
    1.9326    3.0298    9.3249
         0   -2.6738         0
   -2.6090   -2.1487   -2.3934
   -2.5647   -1.2848   -0.8591
   -0.8614   -0.6056   -0.2771
   -1.2405   -0.6056   -0.3496
    1.6335   -2.1487    4.6680
    0.8891    1.3639    1.3701
   -0.2832   -1.2848   -0.4647
    2.5853    1.3639    1.0670
   -0.8614    2.7781   -6.0528
   -1.9530    2.7781   -7.6258
   -0.2832    2.1697   -1.3192
   -2.8625    0.5414   -0.0858
   -0.6029    1.3639   -1.1286
   -1.9530    2.0340   -3.9641
   -1.5209   -0.6056   -0.3430
   -1.9530   -2.7618   -7.2608
   -0.2832   -2.6738   -1.8885
    1.3042    3.0298    8.6426
   -1.9530   -2.6738   -7.0709
    0.8891   -0.3083    0.0740
    2.5560   -1.7491    1.6557
    0.5988   -0.9637    0.5267
    1.9326    2.1697    4.3509
   -1.5209    0.5414   -0.3128
   -1.7004   -1.5334   -2.5084
    0.8891    1.1955    1.0336
         0    1.1955         0
   -1.7004   -2.3049   -5.3979
    1.9256    2.7781    7.9112
   -2.8625    2.0340   -1.1256
   -0.6029   -2.7618   -4.0460
    1.9326    1.3639    1.8205
   -1.7004    0.9247   -0.8434
   -0.8614   -1.5334   -1.8397
   -2.8625    1.8182   -0.8635
    1.6335   -1.7491    3.0809
    1.9256    0.5414    0.2565
   -1.2405   -0.3083   -0.0811
   -2.8625    2.1697   -1.3286
    3.0164   -0.6056    0.0476
   -1.9530    0.9247   -0.7220
    1.6335    0.9247    0.9022
   -2.6090    0.9247   -0.4382
   -0.6029    0.9247   -0.4731
    1.6335         0         0
    1.9326    2.0340    4.2049
   -0.6029    3.0298   -5.6504
    0.8891   -2.1487    3.7538
    2.5853    3.0298    4.6789
   -1.7004    1.3639   -1.9983
    1.6335    2.1697    4.6175
   -2.8625         0         0
    0.2919    2.7781    2.1919
    2.5560   -2.7618    4.5983
   -1.5209    1.8182   -3.2131
   -2.5647    0.5414   -0.1531
    1.3042   -1.5334    2.4419
   -2.6090    2.0340   -1.9454
    2.5560   -0.9637    0.5037
    0.8891   -0.9637    0.6869
   -0.2832    3.0298   -2.4844
   -2.8625   -0.9637   -0.2811
    1.9326    0.9247    0.8227
    1.9326    2.7781    7.0031
    2.5560    3.0298    5.5680
   -1.7004   -1.2848   -1.7967
    0.2919   -2.1487    1.4416
    0.5988   -1.7491    1.6986
    2.5560   -2.1487    2.3036
   -1.9530    1.8182   -3.3085
   -2.5647    1.3639   -0.9986
   -0.2832    0.5414   -0.0843
   -2.6090   -1.2848   -0.8234
    2.5560    0.2747    0.0382
   -1.9530   -0.6056   -0.3614
    1.9256   -2.6738    6.2982
    3.0164   -2.1487    0.5940
    0.8891   -2.7618    5.3645
    1.9256    0.9247    0.8806
   -1.7004   -1.7491   -2.7497
    3.0164    2.7781    0.9247
    2.5853   -2.3049    2.5744
   -1.7004    0.2747   -0.0747
         0   -0.3083         0
    0.8891    2.7781    5.5150
   -0.6029    2.1697   -2.7874
    1.6335   -0.3083    0.0895
    2.5853    2.1697    2.3628
    0.2919    1.8182    0.9161
    3.0164         0         0
   -2.6090    1.1955   -0.7532
    0.5988   -2.1487    2.6650
   -2.5647    1.1955   -0.7888
    1.6335   -1.2848    1.5216
    1.6335   -2.7618    7.7919
    0.2919   -0.3083    0.0267
    2.5560   -2.3049    2.8433
    0.2919   -2.6738    1.9454
   -1.2405    3.0298   -8.0014
   -1.9530   -1.2848   -1.4783
    1.3042    0.9247    0.8227
    0.5988    0.5414    0.1716
   -0.8614   -0.3083   -0.0775
   -1.2405   -2.6738   -6.2284
   -0.6029    2.0340   -2.3547
    2.5853   -0.3083    0.0478
    1.3042    1.1955    1.3248
    1.3042    2.7781    7.8175
   -1.2405         0         0
   -0.8614   -2.3049   -3.9710
   -1.2405   -0.9637   -0.8758
    1.6335    2.0340    4.0249
         0   -0.9637         0
   -0.6029    1.8182   -1.9318
   -1.5209   -2.7618   -8.0283
   -2.5647    2.1697   -2.3872
   -1.2405    1.8182   -2.8753
   -0.2832         0         0
   -0.2832   -2.7618   -1.9328
   -1.9530   -2.1487   -4.5983
   -0.8614    1.1955   -1.1189
   -1.9530   -1.7491   -3.0947
    2.5560   -1.5334    1.3268
         0    2.1697         0
   -0.2832   -0.9637   -0.2781
    1.9326   -2.6738    6.2155
   -1.7004    2.7781   -8.3558
    0.5988   -2.3049    3.2363
    2.5853   -1.7491    1.7288
    1.9256    2.0340    3.6012
    0.5988   -2.7618    4.4240
    2.5560   -2.6738    3.6103
    1.9326         0         0
    1.9326   -2.3049    5.0494
   -0.6029   -1.2848   -1.0163
    1.3042    1.3639    1.6675
    0.5988   -0.6056    0.2001
    0.5988    1.8182    1.8589
   -2.8625    0.2747   -0.0215
    1.6335    1.3639    1.6819
