      x1        x2         z
   -1.6783   -0.1869   -0.0222
    1.9040         0         0
   -1.3083   -0.8664   -0.1359
    0.7791   -0.1869   -0.2149
   -0.8780   -0.6599   -0.3598
    0.7791    0.5707    0.3881
    1.9040   -0.1869   -0.0086
    0.3601    0.5707    0.7407
   -0.6424    1.2921    0.2162
    2.0686    0.2042    0.0058
   -0.6424   -1.8438   -0.0396
    0.3601    1.4368    0.2412
   -0.2181   -0.9741   -0.6186
    1.9040   -1.7224   -0.0026
    0.3601    1.2921    0.3132
    1.2509    1.4368    0.0538
   -1.3083    1.6392    0.0256
    0.1847   -0.8664   -0.7215
   -0.9943    0.2042    0.1510
    1.9040   -0.9741   -0.0184
   -1.8104   -0.8664   -0.0276
    1.2509   -0.3736   -0.1273
   -1.8104   -1.1045   -0.0214
    0.5764    1.4368    0.1624
    1.5431   -0.3736   -0.0624
    0.9241    0.2042    0.1770
    2.0686    1.2921    0.0053
    2.0686   -0.1869   -0.0053
   -0.9943   -0.8664   -0.2570
   -1.8104   -1.8438   -0.0025
    0.1847    0.7523    0.7416
    0.7791   -0.3736   -0.3723
   -1.5350    1.8708    0.0055
    1.5281    0.5707    0.0709
   -0.9943    0.7523    0.3065
    1.5281   -1.2601   -0.0349
    2.0686    1.8570    0.0009
    1.2509   -1.8806   -0.0123
   -1.3083    1.4368    0.0499
    0.1847    1.8570    0.0641
   -1.6783   -0.8664   -0.0418
   -1.9779   -1.8438   -0.0014
    0.3601   -0.8664   -0.6266
         0    1.8570    0.0564
   -0.2181   -1.2601   -0.3384
   -1.9779    0.5707    0.0164
         0    1.6392    0.1484
    1.5431   -0.6599   -0.0681
   -1.6783   -0.3736   -0.0359
   -0.2181    0.7523    0.7500
    2.0686   -1.8806   -0.0008
    1.9040   -0.8664   -0.0206
   -0.9943   -1.8806   -0.0199
    2.0686   -1.7224   -0.0015
    1.5431    0.2042    0.0353
   -1.8104         0         0
   -0.2181    0.3930    0.6046
   -0.8780   -1.7224   -0.0428
   -1.9779    1.4368    0.0053
         0    1.2921    0.3615
   -1.3083   -1.2601   -0.0752
   -0.3847   -1.2601   -0.3544
   -0.8780    1.6392    0.0683
    0.3601   -1.7224   -0.0856
   -1.5350    1.4368    0.0243
   -1.3083    0.3930    0.1299
    1.2509   -1.8438   -0.0148
         0    0.5707    0.8170
    0.9241   -0.8664   -0.3325
   -1.6783    0.2042    0.0230
   -0.2181   -1.8438   -0.0656
   -1.3083   -1.1045   -0.0949
   -1.5350   -0.9741   -0.0605
    0.5764    0.3930    0.4440
   -1.9779   -1.2601   -0.0072
   -0.6424    0.3930    0.4483
    0.5764   -1.8438   -0.0435
   -0.2181    0.2042    0.3933
    1.2509    0.7523    0.1468
   -0.2181   -1.7224   -0.1050
   -0.6424    1.8708    0.0382
   -0.8780   -0.1869   -0.1693
    2.0686   -0.8664   -0.0098
    0.7791   -1.1045   -0.2921
    0.7791    0.7523    0.4133
    1.9040    0.7523    0.0219
   -0.6424   -0.3736   -0.4108
    0.1847   -1.7224   -0.0898
   -0.8780    1.8708    0.0267
   -0.2181    0.5707    0.7792
    1.5281   -1.7224   -0.0090
   -0.8780   -0.9741   -0.2974
   -1.5350    0.5707    0.0672
   -1.3083    0.2042    0.0635
    1.5281    0.3930    0.0594
    1.5431   -1.1045   -0.0476
         0   -1.8806   -0.0565
    1.2509   -0.6599   -0.1697
    0.9241   -1.2601   -0.1586
   -1.9779   -1.8806   -0.0012
    1.9040    0.2042    0.0103
    0.5764   -0.8664   -0.5009
   -1.3083   -0.1869   -0.0614
    1.2509    0.3930    0.1346
   -1.6783   -0.9741   -0.0360
   -1.9779    1.8570    0.0013
         0    1.8708    0.0543
    2.0686    0.9375    0.0086
    1.9040    1.8708    0.0014
    0.5764    1.6392    0.1001
    2.0686    1.4368    0.0038
   -1.5350   -0.6599   -0.0682
    0.5764   -1.2601   -0.2688
   -0.8780   -1.8806   -0.0280
   -1.5350         0         0
    2.0686    0.3930    0.0086
   -0.8780   -0.3736   -0.2973
   -1.9779    1.2921    0.0068
   -0.6424    1.4368    0.1527
    2.0686    0.5707    0.0100
   -1.5350   -1.8806   -0.0051
    0.1847   -0.1869   -0.3782
    0.1847   -1.8438   -0.0578
    1.5281    0.2042    0.0372
   -1.3083         0         0
         0   -0.9741   -0.6332
   -0.2181    1.8708    0.0571
    1.2509         0         0
    0.3601   -1.8438   -0.0511
    0.7791    1.2921    0.2140
    0.3601         0         0
    1.2509    1.8570    0.0115
    1.2509    0.9375    0.1290
   -1.6783    0.7523    0.0510
   -1.6783   -1.1045   -0.0295
    2.0686    1.8708    0.0007
    0.7791   -1.8438   -0.0334
   -1.8104   -1.8806   -0.0022
    0.3601   -0.9741   -0.5684
    0.5764    0.2042    0.2582
    0.5764   -0.1869   -0.2692
   -0.6424    1.8570    0.0388
    0.1847   -1.8806   -0.0569
    1.5281    0.7523    0.0704
   -0.6424   -1.7224   -0.0731
   -0.9943   -0.6599   -0.3181
   -1.3083    0.9375    0.1182
    0.5764         0         0
    0.3601    1.6392    0.1254
    0.5764   -0.9741   -0.4823
   -1.3083    1.2921    0.0674
   -1.9779   -0.9741   -0.0141
   -1.5350    0.7523    0.0779
   -0.3847   -1.1045   -0.4256
    1.5431    0.9375    0.0557
    1.5431   -0.8664   -0.0646
    0.5764   -1.1045   -0.3725
    1.2509   -1.7224   -0.0230
   -1.9779   -0.6599   -0.0173
   -0.8780   -1.8438   -0.0283
    1.2509    0.2042    0.0854
    1.9040   -1.8438   -0.0018
    1.9040    0.9375    0.0186
    0.3601    0.9375    0.6120
    0.1847   -0.6599   -0.8213
   -0.3847    0.9375    0.5424
    1.5431    0.3930    0.0597
    0.3601    1.8570    0.0522
    1.2509    1.2921    0.0823
   -0.6424    0.5707    0.5452
    0.9241    1.8570    0.0263
    1.5431    0.5707    0.0726
         0    0.7523    0.8003
   -0.6424   -1.2601   -0.2389
         0   -1.2601   -0.4083
    0.5764    0.9375    0.4515
   -0.3847   -1.8438   -0.0542
    0.3601   -0.6599   -0.7456
    1.9040   -0.6599   -0.0231
   -1.9779   -1.1045   -0.0106
    1.5431    0.7523    0.0707
    0.3601    0.2042    0.3168
    0.9241    1.4368    0.1167
   -1.5350    0.9375    0.0661
    2.0686    0.7523    0.0099
   -1.9779    0.2042    0.0076
   -1.6783    0.9375    0.0377
         0   -1.1045   -0.5479
   -1.8104    0.9375    0.0245
   -0.9943   -0.1869   -0.1241
   -1.3083    0.7523    0.1419
   -1.6783   -1.8806   -0.0032
    1.9040   -0.3736   -0.0178
    1.2509   -1.2601   -0.0844
   -0.2181   -0.8664   -0.7091
   -1.3083    0.5707    0.1494
    2.0686         0         0
   -1.6783    0.3930    0.0416
   -1.8104    0.5707    0.0311
   -0.6424    0.7523    0.4991
   -1.6783   -1.2601   -0.0215
   -0.9943    0.9375    0.2694
    0.7791    1.6392    0.0789
    1.9040   -1.1045   -0.0152
    1.5281   -1.1045   -0.0467
   -1.8104   -0.3736   -0.0256
   -0.2181   -1.1045   -0.5147
    1.2509    1.8708    0.0114
   -1.8104    0.7523    0.0287
   -0.9943         0         0
   -0.8780   -0.8664   -0.3580
    1.5431    1.2921    0.0346
   -1.3083   -1.8806   -0.0103
   -0.3847    1.8708    0.0454
    0.7791    1.4368    0.1490
   -1.9779   -0.8664   -0.0151
    0.5764   -0.3736   -0.4130
   -1.6783    1.8570    0.0040
   -1.9779   -0.1869   -0.0068
    0.7791   -0.8664   -0.4263
   -1.3083   -0.3736   -0.1118
   -0.9943    1.6392    0.0467
         0    0.3930    0.6831
    1.5281    1.2921    0.0350
    0.9241    0.5707    0.3611
    0.1847    0.9375    0.6395
    0.7791   -1.7224   -0.0578
         0   -1.7224   -0.0974
    1.9040   -1.2601   -0.0103
   -0.2181    1.8570    0.0638
   -0.3847   -1.8806   -0.0520
   -0.3847    0.5707    0.6944
   -1.8104    0.3930    0.0244
    0.5764    1.2921    0.2373
   -0.8780    1.8570    0.0265
   -1.5350   -1.1045   -0.0502
   -0.3847   -0.6599   -0.6800
   -0.8780    0.7523    0.3308
    0.7791    0.2042    0.2111
    0.7791   -1.2601   -0.1991
   -1.8104   -1.2601   -0.0151
