      x1        x2         z
   -0.2894   -1.6551    0.1222
    2.7864    2.0107    0.0000
         0    1.3745    0.3246
   -2.8559    2.7296    0.0015
   -0.8171   -0.6209    0.1118
   -2.3054         0    0.0725
   -2.3054   -2.2740    0.0000
    1.2987   -3.1851    0.0076
   -2.8559    2.8922    0.0009
    3.1648    1.3745    0.0000
   -3.0659   -1.6093    0.0000
   -1.2851    2.0107    0.3599
    2.4900   -3.1851    0.0009
   -1.6423    2.8922    0.0182
   -2.8559   -3.1851    0.0000
    1.2987    2.5575    0.0004
    1.4695   -0.6209    0.6799
   -0.8171   -0.9657    0.0562
    1.7910   -1.6093    0.3386
   -2.1895    0.5506    0.2021
   -2.1895   -2.6017    0.0000
    3.1648    0.8697    0.0003
   -1.2851   -2.6017    0.0005
   -1.2851   -0.6209    0.0722
    0.5823    2.8922    0.0022
         0   -0.3034    0.3100
   -2.1895    2.5575    0.0212
   -3.0659    2.0107    0.0053
   -1.6423   -2.1646    0.0003
    1.4695   -2.6017    0.0569
   -0.2894    2.7296    0.0276
    1.2987    0.2898    0.1849
    0.3224    0.8697    0.1808
   -2.3054    0.8697    0.1616
    1.4695    1.2835    0.0065
   -0.8171    1.3745    0.7699
   -0.5935    2.0107    0.2775
   -0.5935   -1.6093    0.0501
   -2.3054   -2.1646    0.0000
   -1.2851    2.8922    0.0260
    0.5823   -2.6017    0.0660
    3.1648   -2.2740    0.0018
         0    1.6704    0.2574
   -2.1895    0.2898    0.1394
    1.4695    2.5575    0.0002
   -2.3054    1.2835    0.1666
   -1.8438    0.8697    0.4370
    1.7910         0    0.1964
    1.2987    1.6704    0.0041
   -0.8171   -1.6093    0.0238
    0.5823   -1.6093    0.5829
    2.2655   -1.3099    0.1892
   -2.3054    2.8922    0.0051
    1.7910    0.8697    0.0151
         0   -0.9657    0.3822
    1.2987   -0.9657    0.8740
   -1.6423   -0.6209    0.0503
   -2.1895   -2.1646    0.0000
   -0.2894    1.6704    0.4119
    2.2655   -2.6017    0.0148
         0   -2.2740    0.0797
    0.3224    0.2898    0.2326
    1.7910    2.8922    0.0000
   -2.3054   -1.6551    0.0002
   -0.2894   -3.1851    0.0016
    2.7864    1.2835    0.0002
    3.1648    1.6704    0.0000
    0.8820    2.5575    0.0027
   -0.2894   -2.1646    0.0516
    0.3224         0    0.2825
    0.5823    0.8697    0.1020
         0    2.5575    0.0349
   -1.2851   -1.6093    0.0052
   -0.2894    0.5506    0.5270
         0    0.2898    0.2857
   -2.8559    2.5575    0.0027
    1.4695   -1.6093    0.5244
    2.2655    1.3745    0.0008
    1.4695    1.3745    0.0046
   -0.5935   -0.9657    0.1053
   -1.8438    1.2835    0.4576
    0.5823   -1.6551    0.5259
         0    0.5506    0.3656
    3.1648   -1.6551    0.0060
   -1.2851    1.2835    0.7997
    2.7864   -1.3099    0.0364
    0.8820   -1.6093    0.7266
   -1.2851    2.5575    0.0860
   -2.8559   -0.9657    0.0007
   -1.8438    0.2898    0.3256
   -2.8559         0    0.0125
   -1.6423         0    0.2255
    0.5823    2.5575    0.0072
   -2.3054    2.7296    0.0087
    0.3224    1.6704    0.1120
   -2.8559   -2.1646    0.0000
    2.7864   -1.6093    0.0266
    2.7864    0.8697    0.0013
    2.7864    2.7296    0.0000
   -1.2851   -2.1646    0.0014
    2.2655   -2.2740    0.0436
    2.2655   -1.6551    0.1246
         0         0    0.2493
    1.2987   -1.6551    0.6308
    1.2987   -0.6209    0.8350
         0    2.0107    0.1311
   -0.5935    0.5506    0.6949
   -2.1895   -0.6209    0.0163
   -0.8171    0.8697    0.9025
   -1.6423    1.3745    0.5789
    0.8820    0.2898    0.1916
    0.3224    0.5506    0.1843
    1.7910    1.2835    0.0036
    1.7910    2.5575    0.0000
    3.1648    2.7296    0.0000
   -1.8438    2.8922    0.0126
    0.8820    2.0107    0.0102
   -1.6423    1.6704    0.3973
    1.4695   -1.6551    0.5155
   -2.3054    2.5575    0.0177
   -3.0659   -0.9657    0.0003
   -0.8171    2.0107    0.3563
    2.4900    0.8697    0.0031
    0.5823    0.2898    0.1891
    1.4695         0    0.2723
    1.4695   -2.2740    0.1732
   -1.2851    2.7296    0.0490
   -0.8171   -1.6551    0.0236
    2.4900   -1.6093    0.0765
    0.5823   -0.9657    0.9146
   -0.8171    1.6704    0.6338
   -3.0659    0.5506    0.0118
    1.2987    2.7296    0.0003
    0.5823    0.5506    0.1467
   -0.5935   -2.1646    0.0205
    3.1648         0    0.0033
   -2.1895    2.0107    0.0827
    2.4900    2.5575    0.0000
   -0.2894         0    0.2814
    1.2987         0    0.3634
    2.2655    1.6704    0.0002
   -0.2894    2.8922    0.0178
   -0.8171    0.5506    0.8534
   -2.1895   -1.3099    0.0011
    1.4695   -0.9657    0.8739
    2.2655    2.0107    0.0000
   -0.8171   -2.6017    0.0026
    0.5823   -0.6209    0.7658
    0.5823         0    0.3485
   -0.8171    0.2898    0.6463
   -2.1895   -0.3034    0.0451
    0.3224   -1.6551    0.3935
    1.7910    1.3745    0.0023
   -3.0659    2.8922    0.0004
    1.2987   -2.2740    0.1795
    0.5823    2.7296    0.0040
   -1.2851    1.3745    0.7216
   -0.2894   -0.3034    0.2206
   -2.1895   -0.9657    0.0049
    2.7864    0.2898    0.0073
   -0.8171   -3.1851    0.0003
   -1.6423   -2.2740    0.0002
   -2.3054   -0.6209    0.0126
   -2.1895    1.6704    0.1543
    3.1648   -2.6017    0.0007
   -3.0659    0.8697    0.0141
   -0.2894   -1.3099    0.1799
    1.7910   -2.1646    0.1502
         0    0.8697    0.3736
    0.8820    0.8697    0.0624
    0.3224    2.5575    0.0139
   -2.3054   -1.3099    0.0009
    0.3224   -1.3099    0.5341
    2.2655   -3.1851    0.0017
   -1.2851   -1.6551    0.0045
    0.3224   -3.1851    0.0052
   -0.5935   -0.3034    0.2035
   -3.0659   -2.2740    0.0000
    2.7864   -3.1851    0.0003
   -0.8171   -2.1646    0.0087
         0    1.2835    0.3342
    3.1648    0.2898    0.0019
   -2.1895   -1.6551    0.0003
    0.5823    1.6704    0.0571
   -0.8171    1.2835    0.8954
   -0.5935   -1.3099    0.0708
    2.2655    0.5506    0.0165
   -1.2851         0    0.3683
   -1.8438         0    0.1799
   -0.2894    0.2898    0.3974
    1.4695    2.0107    0.0009
    3.1648    0.5506    0.0009
   -2.8559   -0.6209    0.0024
   -1.8438   -2.1646    0.0001
   -2.3054   -2.6017    0.0000
    0.8820   -3.1851    0.0079
   -0.5935    1.6704    0.5442
   -2.8559   -0.3034    0.0057
    1.7910   -0.9657    0.5675
    1.7910   -2.6017    0.0432
   -0.5935   -2.6017    0.0056
   -2.3054   -3.1851    0.0000
    2.7864    2.5575    0.0000
    1.4695    0.5506    0.0684
   -1.8438    0.5506    0.4191
    2.4900    1.2835    0.0006
    2.4900    1.3745    0.0004
   -1.8438   -0.3034    0.0854
    1.2987    0.8697    0.0351
         0   -1.6093    0.2295
    2.2655    2.7296    0.0000
   -2.8559    0.5506    0.0283
   -1.2851   -0.3034    0.1823
   -1.6423   -2.6017    0.0001
   -1.8438   -0.6209    0.0367
         0   -0.6209    0.3702
    3.1648   -3.1851    0.0001
    2.7864    0.5506    0.0037
    2.4900    0.5506    0.0096
    1.4695   -1.3099    0.7852
    3.1648   -0.9657    0.0096
   -1.8438   -2.6017    0.0000
   -2.3054   -0.3034    0.0340
   -1.2851   -0.9657    0.0241
    0.8820   -0.9657    0.9331
   -1.6423    2.0107    0.2417
   -2.8559   -1.6093    0.0000
   -0.8171   -1.3099    0.0401
    0.8820    2.7296    0.0013
   -2.1895         0    0.0919
   -1.2851   -2.2740    0.0011
   -1.8438    2.5575    0.0439
    2.7864   -2.1646    0.0099
   -2.3054    1.3745    0.1583
   -2.8559   -2.2740    0.0000
    2.7864   -0.6209    0.0384
   -2.1895   -3.1851    0.0000
   -2.1895    1.3745    0.2042
   -1.6423    2.7296    0.0317
   -1.2851   -3.1851    0.0000
   -1.6423   -0.9657    0.0137
    0.5823   -2.1646    0.2364
    1.2987    2.8922    0.0002
    2.2655   -0.6209    0.1886
    1.2987   -1.3099    0.9139
    0.5823   -1.3099    0.7553
    1.4695   -0.3034    0.5202
    0.5823    1.2835    0.0737
   -1.2851    0.2898    0.6051
   -2.8559    1.2835    0.0304
   -1.8438    2.0107    0.1680
   -2.8559    1.3745    0.0250
    0.8820    1.3745    0.0296
   -0.8171    2.5575    0.0886
   -2.8559    0.8697    0.0323
   -3.0659   -0.6209    0.0011
         0   -1.3099    0.3601
    1.4695   -2.1646    0.2141
    3.1648    1.2835    0.0001
    0.8820   -2.1646    0.2315
    0.5823   -0.3034    0.5572
    0.3224    2.8922    0.0049
    0.8820   -2.6017    0.0788
    1.4695    1.6704    0.0019
    1.2987   -2.6017    0.0687
    2.4900   -1.3099    0.1004
   -0.5935   -1.6551    0.0495
   -1.8438   -1.6093    0.0007
   -0.8171    2.7296    0.0519
   -1.6423    0.2898    0.4174
   -1.8438   -1.6551    0.0006
    0.3224   -2.2740    0.1363
   -0.2894    1.2835    0.5405
         0    2.7296    0.0172
   -3.0659   -3.1851    0.0000
    1.4695    2.7296    0.0001
    1.7910   -0.6209    0.4310
         0   -2.6017    0.0277
   -0.5935    2.8922    0.0218
   -3.0659    1.6704    0.0094
   -2.8559    0.2898    0.0200
   -2.1895   -2.2740    0.0000
   -1.6423    0.5506    0.5608
   -1.8438   -2.2740    0.0001
   -2.8559   -1.6551    0.0000
    1.4695    0.8697    0.0240
    2.4900    0.2898    0.0222
    0.8820    0.5506    0.1207
   -1.6423   -1.6551    0.0012
    2.4900   -0.6209    0.0898
   -1.6423   -1.6093    0.0013
    3.1648    2.8922    0.0000
   -0.8171   -2.2740    0.0074
   -3.0659    2.5575    0.0013
    1.4695   -3.1851    0.0067
   -1.6423   -1.3099    0.0040
   -0.5935   -0.6209    0.1254
    0.8820   -2.2740    0.2058
   -0.2894    2.5575    0.0512
   -0.2894   -0.9657    0.2113
   -3.0659   -0.3034    0.0025
    2.2655   -2.1646    0.0539
   -0.2894    2.0107    0.2033
   -3.0659   -2.1646    0.0000
    1.2987   -0.3034    0.5115
    2.7864    1.6704    0.0000
    2.4900   -2.6017    0.0075
   -1.6423    0.8697    0.5901
   -3.0659   -1.6551    0.0000
    1.4695    0.2898    0.1449
    1.7910    0.5506    0.0496
    0.3224    2.0107    0.0607
    3.1648   -0.6209    0.0075
   -2.3054    0.2898    0.1115
   -1.2851    0.5506    0.7407
   -0.5935    2.7296    0.0408
    1.7910   -1.3099    0.5040
    0.8820   -0.3034    0.5896
    2.7864   -0.9657    0.0385
    2.4900   -2.1646    0.0276
   -0.5935    1.2835    0.7450
         0   -3.1851    0.0033
    2.7864   -1.6551    0.0265
    1.7910   -3.1851    0.0049
   -0.5935    2.5575    0.0776
    2.2655    0.8697    0.0067
    0.5823    2.0107    0.0281
   -0.2894    0.8697    0.6166
    0.3224   -0.6209    0.5642
    1.2987    1.3745    0.0069
   -2.8559   -2.6017    0.0000
    2.2655   -0.9657    0.2028
   -1.8438    1.3745    0.4383
    1.2987    1.2835    0.0103
    0.3224    2.7296    0.0086
    0.8820    2.8922    0.0008
   -0.5935    0.2898    0.5438
    2.4900   -0.3034    0.0607
    0.8820   -1.3099    0.8933
    0.8820   -0.6209    0.8084
   -3.0659   -1.3099    0.0001      
    2.7864   -0.3034    0.0239
    2.4900         0    0.0429
    0.3224   -2.1646    0.1642
   -3.0659    0.2898    0.0085
    2.2655    0.2898    0.0351
   -0.5935    1.3745    0.7636
    1.7910    2.0107    0.0002
   -1.6423   -0.3034    0.1281
    3.1648   -1.3099    0.0087
   -0.2894   -0.6209    0.2043
    3.1648   -0.3034    0.0055
   -0.5935    0.8697    0.9014
   -2.1895    0.8697    0.2322
   -2.1895    2.7296    0.0125
   -0.8171   -0.3034    0.1824
    1.2987   -1.6093    0.5710
    2.2655   -0.3034    0.1282
    3.1648    2.5575    0.0000
    2.2655    2.8922    0.0000
    0.5823   -3.1851    0.0066
    0.3224   -0.9657    0.5920
    2.4900   -2.2740    0.0224
   -0.5935   -3.1851    0.0006
    2.2655   -1.6093    0.1465
   -2.3054   -0.9657    0.0039
   -1.2851    0.8697    0.8528
   -2.8559    1.6704    0.0219
    0.8820         0    0.4104
    0.3224   -1.6093    0.3995
    3.1648   -2.1646    0.0026
    2.4900    1.6704    0.0001
    2.2655    1.2835    0.0012
    2.4900    2.7296    0.0000
    1.2987    2.0107    0.0020
    1.7910   -1.6551    0.3318
   -1.8438   -3.1851    0.0000
