      x1        x2         z
   -0.5923    2.8027    0.0346
    2.6259         0    0.0241
   -0.5923   -2.2171    0.0176
   -0.9412    2.3240    0.1893
   -2.4850   -2.7761    0.0000
    2.8666    0.5511    0.0029
         0    0.8699    0.3956
   -0.9412   -0.8842    0.0508
    2.2370   -2.7761    0.0085
   -1.1384   -2.2171    0.0025
   -2.7638   -1.3962    0.0001
   -1.3664    2.8027    0.0312
   -0.5923   -0.8842    0.0997
   -1.1384    1.4013    0.9067
    0.9481   -2.2171    0.2343
    2.2370   -0.8842    0.1924
    2.1128   -1.3024    0.2423
    1.1378         0    0.3435
   -1.1384   -3.0484    0.0002
   -2.9369    0.8699    0.0241
         0   -1.3962    0.2932
    2.8666   -0.5885    0.0265
   -2.7638         0    0.0164
    0.2933    2.0433    0.0612
    0.6269    0.8699    0.0914
   -2.9369   -2.2171    0.0000
   -0.9412    0.8699    0.9534
   -1.1384   -0.5885    0.0872
   -2.4850   -0.8842    0.0033
    0.6269    2.8027    0.0026
    1.9628   -1.9031    0.1647
   -2.4850    2.8027    0.0046
    2.2370    0.5511    0.0178
   -1.8973   -2.7761    0.0000
   -0.9412    0.5511    0.8812
   -0.9412         0    0.3828
   -1.1384   -0.2792    0.1890
   -0.2701         0    0.3142
   -2.7638    1.7445    0.0244
    1.1378   -1.7931    0.5732
   -1.1384         0    0.3805
   -0.2701    2.8027    0.0209
   -0.2701    2.3240    0.0927
    0.9481    1.2464    0.0273
   -1.8860    2.0433    0.1483
   -1.1384    2.0433    0.3368
    1.9628    1.2464    0.0026
    2.8666   -1.7931    0.0157
    2.8666         0    0.0124
    2.2370    1.7445    0.0001
   -1.8973    0.8699    0.4814
    2.8666    2.0433    0.0000
    2.2370    0.3226    0.0384
    0.2933    1.2464    0.1918
    0.2933   -2.2171    0.1313
   -1.3664         0    0.3157
         0   -2.7761    0.0155
    2.6259   -0.2792    0.0393
    1.1378    2.9243    0.0002
    1.9628    0.5511    0.0331
    0.9481   -1.3024    0.9313
    0.9481   -3.0484    0.0162
    1.1378   -2.2171    0.2205
    2.1128         0    0.1009
   -1.8973    1.4013    0.3913
    1.3606    0.3226    0.1628
    1.3606   -3.0484    0.0125
   -0.9412   -1.3962    0.0215
    0.9481    0.8699    0.0561
    2.1128   -0.2792    0.1793
    0.9481   -0.5885    0.8334
    0.9481   -0.2792    0.6094
   -2.7638   -1.3024    0.0002
    1.3606   -1.7931    0.4573
    2.2370   -0.2792    0.1274
    2.8666    1.2464    0.0002
   -1.8860    1.2464    0.4655
   -0.9412    2.8027    0.0369
    0.9481    1.4013    0.0237
    2.1128    2.3240    0.0000
   -0.9412    0.3226    0.6629
   -0.2701   -1.3024    0.1801
    0.6269         0    0.3180
    2.8666   -2.2171    0.0065
    1.3606   -1.3024    0.8755
    2.2370   -1.7931    0.1086
    1.9628   -2.7761    0.0180
    2.1128    1.4013    0.0010
   -0.9412   -2.2171    0.0056
   -1.8860    2.9243    0.0118
    0.6269    1.4013    0.0640
   -0.5923   -0.2792    0.2295
   -0.2701    2.9243    0.0136
   -0.2701    0.3226    0.3998
   -1.8860    2.3240    0.0786
    0.2933    1.7445    0.1161
    1.9628   -3.0484    0.0063
   -0.2701    0.8699    0.5432
    1.1378    2.3240    0.0017
         0    2.8027    0.0130
   -0.5923    0.5511    0.6787
    2.1128   -0.5885    0.2406
    2.2370   -1.3024    0.1993
    2.2370    1.4013    0.0008
    2.8666   -1.3962    0.0271
   -1.1384    1.2464    0.8889
   -0.9412    1.2464    0.8824
    1.3606   -0.2792    0.5138
    0.9481   -1.3962    0.7925
    1.9628   -0.5885    0.3141
   -1.3664    1.4013    0.7961
    1.9628         0    0.1342
   -2.4850    1.4013    0.0998
    0.2933   -0.8842    0.6203
    2.2370   -1.9031    0.1041
    0.9481    2.9243    0.0005
   -0.2701   -0.5885    0.2260
   -0.2701   -1.7931    0.1134
   -2.7638    2.0433    0.0144
   -2.9369   -1.3024    0.0001
    2.6259    0.3226    0.0117
   -0.5923   -1.3962    0.0753
   -1.8973    0.3226    0.2967
   -1.3664    1.2464    0.8633
   -2.7638    0.5511    0.0355
   -1.3664    0.3226    0.5538
    1.9628    0.3226    0.0682
   -1.3664   -1.3024    0.0070
    1.1378    1.7445    0.0064
    1.3606   -1.3962    0.7298
    0.9481    1.7445    0.0129
    1.9628   -2.2171    0.0830
         0   -0.5885    0.3618
    1.1378    0.3226    0.1699
   -1.1384   -1.3962    0.0131
    0.6269    2.0433    0.0219
    2.8666    2.8027    0.0000
   -1.8860   -1.9031    0.0002
   -1.8860   -0.2792    0.0853
    1.3606   -0.8842    0.7950
    0.2933   -2.7761    0.0244
   -0.5923    1.2464    0.7949
    1.3606    1.4013    0.0059
   -0.5923   -0.5885    0.1243
   -2.9369   -1.7931    0.0000
    0.6269   -3.0484    0.0135
   -2.9369    1.7445    0.0126
    0.6269   -1.3024    0.8261
    1.9628    2.9243    0.0000
    2.2370    2.3240    0.0000
   -2.7638    2.8027    0.0018
    1.3606    2.0433    0.0013
   -0.9412   -1.3024    0.0254
         0    2.0433    0.1321
   -2.4850    2.9243    0.0027
   -0.2701    0.5511    0.4523
   -1.8973   -1.3962    0.0018
   -2.7638   -0.2792    0.0080
    0.2933   -0.5885    0.5170
   -2.9369    2.3240    0.0043
    1.9628    2.8027    0.0000
   -1.8860    1.4013    0.3694
         0    1.7445    0.1983
    1.9628    1.7445    0.0003
   -2.9369    1.4013    0.0214
    2.1128   -3.0484    0.0040
   -2.7638   -3.0484    0.0000
    0.6269   -1.3962    0.7217
   -1.3664   -3.0484    0.0001
    2.6259    0.8699    0.0020
    0.6269    0.5511    0.1344
   -1.1384    2.8027    0.0404
   -1.8860   -0.8842    0.0125
   -1.8860    0.3226    0.2809
    1.3606    1.2464    0.0089
    2.2370    2.0433    0.0000
   -0.2701    1.2464    0.5383
    1.1378    2.8027    0.0004
    2.1128    0.8699    0.0086
    0.2933    2.8027    0.0067
   -2.9369         0    0.0080
    2.1128   -1.9031    0.1246
   -2.7638    1.2464    0.0461
    2.2370    1.2464    0.0013
   -2.4850    0.3226    0.0739
   -2.9369    2.8027    0.0009
    0.9481    2.3240    0.0041
    0.6269   -2.2171    0.2040
   -1.3664    0.5511    0.7679
    1.3606         0    0.3376
   -0.9412   -1.7931    0.0115
   -0.5923   -3.0484    0.0012
    1.1378    0.5511    0.0943
    1.1378   -0.5885    0.7560
   -2.4850    2.3240    0.0178
   -1.1384   -1.3024    0.0135
   -0.5923    0.3226    0.5192
    2.8666   -1.9031    0.0135
   -1.8860    2.8027    0.0183
    1.3606    2.9243    0.0001
   -2.7638    0.8699    0.0446
   -1.8973   -0.2792    0.0958
   -1.3664   -0.8842    0.0290
    1.1378   -1.9031    0.4294
         0    1.4013    0.3392
   -2.9369    0.3226    0.0142
    2.2370    2.8027    0.0000
   -0.9412    2.0433    0.3161
         0    0.5511    0.3066
    2.8666   -0.8842    0.0285
   -2.4850         0    0.0392
    2.8666    0.8699    0.0010
   -1.8973   -2.2171    0.0001
   -1.8860    0.8699    0.4804
   -1.8860   -1.3962    0.0016
   -1.3664    1.7445    0.4759
   -1.8973    1.2464    0.4530
   -1.1384    2.3240    0.1699
   -1.8860   -2.2171    0.0001
   -2.9369   -3.0484    0.0000
   -1.8973   -3.0484    0.0000
    1.9628   -1.7931    0.2149
   -0.5923   -1.3024    0.0700
         0         0    0.2874
    2.1128   -2.2171    0.0636
   -0.2701   -2.7761    0.0085
   -1.1384   -2.7761    0.0004
    0.6269    2.9243    0.0019
    1.3606   -1.9031    0.4043
    0.2933   -1.9031    0.2738
         0    2.9243    0.0092
         0    0.3226    0.2704
   -0.2701   -3.0484    0.0028
    2.6259    1.2464    0.0005
    2.1128    2.0433    0.0001
   -0.2701   -0.2792    0.2281
   -0.5923         0    0.3094
    1.3606    2.3240    0.0006
   -1.3664   -1.9031    0.0018
    0.6269   -1.9031    0.3784
    0.6269   -0.8842    0.8586
   -1.8973   -1.7931    0.0003
    1.3606    0.5511    0.0747
         0   -0.2792    0.2828
   -2.9369   -0.5885    0.0021
    0.6269   -1.7931    0.4399
    1.1378    0.8699    0.0427
    1.3606    0.8699    0.0321
   -0.9412   -2.7761    0.0010
   -1.3664   -0.5885    0.0742
    0.2933    2.9243    0.0044
   -0.5923    1.4013    0.6793
   -2.4850    0.8699    0.1113
    1.3606    2.8027    0.0002
   -1.3664   -2.2171    0.0009
    2.8666    1.4013    0.0001
   -1.1384   -0.8842    0.0364
    0.6269   -0.2792    0.5132
   -2.7638   -2.7761    0.0000
    0.2933    0.5511    0.2036
    0.9481   -0.8842    0.9598
         0   -1.7931    0.2055
   -1.8973    2.3240    0.0791
   -1.3664   -2.7761    0.0002
    0.2933   -1.7931    0.3362
    2.6259    1.7445    0.0000
         0   -1.3024    0.3454
    0.2933    0.3226    0.2394
    0.6269    0.3226    0.2091
   -2.4850   -3.0484    0.0000
   -1.8860   -1.7931    0.0003
    2.8666   -0.2792    0.0187
    0.2933         0    0.2896
    0.6269   -2.7761    0.0404
   -2.9369   -1.9031    0.0000
    0.9481    2.0433    0.0077
    0.9481    2.8027    0.0008
   -0.5923    2.9243    0.0195
    1.1378   -1.3962    0.8875
   -1.3664    2.0433    0.2848
   -2.4850   -0.5885    0.0080
   -2.7638   -2.2171    0.0000
    0.2933   -0.2792    0.3862
    0.9481   -2.7761    0.0453
    2.6259   -0.8842    0.0740
   -1.8973    2.0433    0.1599
         0   -1.9031    0.1718
    2.1128    0.3226    0.0535
    1.9628   -0.8842    0.4030
   -2.4850   -1.7931    0.0000   
   -1.8973   -0.8842    0.0121
   -2.9369    0.5511    0.0178
    2.6259   -1.3962    0.0601
   -2.4850   -1.9031    0.0000
    1.1378   -3.0484    0.0141
   -0.5923    2.0433    0.3079
         0   -0.8842    0.3958
   -1.8973    1.7445    0.2776
    1.1378   -1.3024    0.8438
   -0.5923   -2.7761    0.0034
   -2.4850    2.0433    0.0347
    0.6269    1.2464    0.0738
   -1.8973   -1.9031    0.0002
   -1.1384   -1.7931    0.0055
   -0.2701   -1.3962    0.1894
   -1.1384    1.7445    0.6079
    1.3606    1.7445    0.0024
    0.2933    2.3240    0.0297
    1.1378    2.0433    0.0039
