      x1        x2         z
    2.7766   -0.2777    0.0274
    0.3211         0         0
    1.1353    1.2240    1.3693
    1.6452    0.9702    0.8598
    2.7766         0         0
   -1.1726    2.4935   -6.2549
   -0.9408    2.2143   -3.6968
    2.8155   -0.2777    0.0243
    2.8155    2.4517    2.0035
   -2.3892    0.6568   -0.2736
    0.8779    0.6568    0.3441
    1.6452   -0.8750    0.7255
    2.1812    2.4935    4.8938
    1.6452    3.1405   10.1315
   -0.6561   -0.8750   -0.4252
   -3.0367   -0.8750   -0.0802
    0.5747    2.2143    2.5816
   -2.2403   -1.9102   -3.0271
   -0.6561    2.4935   -4.0980
    1.6452   -2.5897    6.4752
    2.1812   -2.7368    6.6996
    0.3211    3.1405    3.3881
    0.3211   -2.5897    2.2951
   -2.4378    0.2941   -0.0550
   -1.6408   -0.5569   -0.3280
    2.1812   -0.8750    0.6768
   -2.4378    1.6268   -1.6720
   -0.6561   -1.3602   -1.1040
    0.5747    3.1405    5.3642
    1.6226    1.2240    1.5603
   -0.9408   -2.5897   -5.3067
    1.6226   -2.5897    6.9770
         0   -1.2284         0
    2.3420   -0.5569    0.2094
   -1.1726    0.9702   -0.9050
   -2.3892    2.4935   -4.6406
   -3.0367   -1.2284   -0.1490
    0.3211    0.9702    0.3233
    0.5747         0         0
    0.5747   -0.5569    0.1601
   -1.1726   -2.7368   -6.4238
   -1.4461    1.4692   -2.3538
    0.3211    2.4517    2.0370
    0.5747   -2.5897    3.4151
    1.6226   -0.2777    0.0841
   -2.3892    3.1405   -7.2186
   -1.4461   -2.7465   -6.7374
   -0.3282    1.4692   -0.7131
   -1.1726   -0.5569   -0.2708
    2.1812   -2.5897    5.0885
   -0.9408   -1.2284   -1.2128
   -2.3892    0.2941   -0.0604
   -0.6561    1.6268   -1.7573
    2.1812   -0.5569    0.2401
   -2.3892    1.4692   -1.5914
   -2.3892   -2.1466   -3.1099
    0.3211    0.6568    0.1254
   -2.4378    2.2143   -3.1437
    0.3211    1.2240    0.4377
   -1.4461   -0.5569   -0.3192
   -1.4461    0.2941   -0.0912
   -2.4378   -2.7465   -4.6345
   -2.4378    0.6568   -0.3027
   -2.2403         0         0
    2.8155   -0.5569    0.1035
   -1.4461   -2.1466   -4.6513
    2.8155   -2.7465    2.4026
   -1.4461    0.6568   -0.4229
    1.6226   -0.8750    0.6925
   -1.1726    0.6568   -0.4201
   -1.6408   -2.1466   -4.9960
    0.8779    1.6268    2.1747
    1.6226    0.6568    0.4553
    2.8155    3.1405    3.3142
   -0.6561    2.4517   -3.3230
   -2.3892    2.2143   -3.2240
   -0.9408    2.4517   -4.5438
         0   -0.2777         0
    2.1812    0.2941    0.0734
    0.8779    2.4517    4.9408
         0    2.4517         0
    2.1812    1.4692    1.7040
   -1.4461   -1.9102   -3.5931
    1.1353   -2.5897    6.2365
   -0.3282   -1.2284   -0.5258
   -1.6408   -0.8750   -0.7810
   -1.1726   -2.1466   -4.0544
   -0.9408    1.2240   -1.1126
   -0.3282   -2.1466   -1.5560
   -1.6408   -1.2284   -1.6456
   -0.6561   -2.7465   -4.8071
   -0.3282    2.2143   -1.6771
    0.3211    2.4935    1.9796
   -0.6561    1.2240   -0.9349
   -2.2403    0.2941   -0.0640
    1.1353   -1.9102    3.1435
   -3.0367   -0.2777   -0.0073
    0.5747   -1.9102    1.8342
    0.3211    2.2143    1.4364
   -0.9408   -2.1466   -3.4281
   -3.0367    1.2240   -0.1511
    0.5747    1.4692    1.2712
   -0.6561    3.1405   -5.5192
    1.1353    2.4935    5.7046
    0.5747    2.4517    3.1688
         0    1.6268         0
    2.8155    1.6268    0.7725
    0.8779         0         0
   -0.6561    0.9702   -0.5981
   -1.6408    3.1405   -9.9592
   -1.4461    1.6268   -2.4026
    1.6226   -1.9102    3.3726
   -2.4378    1.2240   -1.0087
   -2.4378   -2.1466   -3.2088
         0    0.6568         0
    1.1353    1.4692    1.9177
    2.1812   -1.9102    2.9182
   -3.0367   -0.5569   -0.0296
   -1.1726   -2.5897   -6.6830
    1.1353   -1.3602    1.8439
    2.8155    0.6568    0.1436
   -2.4378    2.4517   -4.0290
    1.1353    0.9702    0.8071
    0.8779   -2.1466    3.7472
   -1.6408    2.2143   -5.2194
   -0.9408   -1.9102   -2.9356
   -2.2403   -2.5897   -5.6532
   -2.4378    0.9702   -0.6246
    0.8779    2.2143    4.0868
         0   -2.1466         0
   -2.3892   -2.5897   -4.3769
   -0.9408   -0.2777   -0.0649
    0.8779   -0.8750    0.5596
   -3.0367    0.2941   -0.0087
