      x1        x2         z
   -1.4482    0.1830    0.0467
    0.6109    0.8794    0.4657
    0.8010    1.2694    0.2184
    0.9437   -1.1440   -0.2070
    0.1872    1.0199    0.5244
    1.3614   -0.1999   -0.0583
    0.1872   -0.6568   -0.7959
    1.5867   -1.8447   -0.0052
   -0.4071   -1.9764   -0.0328
   -0.6339         0         0
    1.3085    1.2694    0.0698
   -1.9066   -1.8447   -0.0018
    0.6109    0.5490    0.5500
         0    0.5490    0.7202
   -1.7202    0.3689    0.0323
   -1.9888    0.5490    0.0160
   -1.0969    0.3689    0.1971
    2.1163   -0.6568   -0.0085
   -1.9888   -1.9764   -0.0007
   -1.9888   -1.1440   -0.0089
   -1.9888    0.3689    0.0123
   -0.4071   -1.0446   -0.4584
    0.9437   -1.8447   -0.0288
   -1.9888   -0.8098   -0.0130
    0.8010    1.7047    0.0593
    2.1163    1.2694    0.0042
   -1.9066    0.5490    0.0207
    0.9437         0         0
    1.5867   -0.1999   -0.0278
   -1.0969   -1.9764   -0.0111
   -0.9249   -1.8447   -0.0259
    0.6109   -1.4458   -0.1848
    0.9437   -0.6568   -0.2966
    1.3614   -0.8098   -0.1069
    0.9437    1.5012    0.0808
   -1.9066   -0.3841   -0.0156
    1.9191   -1.0446   -0.0132
   -1.0969   -0.8098   -0.2242
   -1.9888    1.9573    0.0008
    0.8010    0.3689    0.3284
   -1.7202    1.8143    0.0038
   -0.9249    0.3689    0.2745
    0.8010   -0.8098   -0.4050
   -0.4071   -0.3841   -0.5991
    1.5867   -1.9764   -0.0030
   -1.7202   -1.7458   -0.0051
   -0.1989    0.5490    0.7667
    0.4345    1.0199    0.5248
         0    1.5012    0.2108
    2.1163   -0.1999   -0.0045
   -1.9066    1.8143    0.0019
    1.9191    1.0199    0.0161
    0.6109    1.8143    0.0491
    1.3614    1.5012    0.0334
   -0.1989    1.5012    0.2101
    1.3614   -1.1440   -0.0789
    0.6109   -1.1440   -0.3076
   -0.1989    1.0199    0.6151
    2.1163    1.7047    0.0013
   -0.9249    0.1830    0.1554
   -1.9888    1.7047    0.0019
   -1.4482   -1.1440   -0.0558
    1.5867    1.5012    0.0158
    1.5867         0         0
    1.3614   -1.8447   -0.0106
    1.3085    0.8794    0.1308
   -0.6339   -1.7458   -0.0588
    0.1872   -1.0446   -0.5073
   -1.0969    1.5012    0.0583
    2.1163   -1.4458   -0.0030
   -0.1989         0         0
   -0.7881   -1.7458   -0.0478
   -1.4482    0.3689    0.0776
    2.1163   -0.8098   -0.0078
    1.9191    1.9573    0.0009
   -0.9249    1.0199    0.2576
   -0.4071    0.1830    0.2799
   -0.6339    0.3689    0.4556
    1.3614         0         0
   -1.4482   -0.6568   -0.0893
    1.3085         0         0
    2.1163    0.8794    0.0089
   -1.0969    1.0199    0.1716
    0.9437    0.3689    0.2392
    0.4345    0.8794    0.6211
   -1.0969    1.7047    0.0315
    1.9191   -0.8098   -0.0181
    1.9191   -1.7458   -0.0024
    0.6109    0.3689    0.4371
    1.3085   -0.1999   -0.0723
    0.9437    0.5490    0.3350
    0.9437   -1.7458   -0.0358
   -0.4071    1.5012    0.1896
   -1.9066   -1.1440   -0.0129
    0.6109   -0.6568   -0.5616
   -1.7202    0.5490    0.0411
   -0.6339    0.8794    0.5182
   -1.0969   -0.1999   -0.1214
    1.9191    1.8143    0.0017
   -0.9249    0.8794    0.2746
   -1.7202    1.2694    0.0187
    0.1872   -1.4458   -0.2227
    1.5867   -0.8098   -0.0614
   -0.1989    0.1830    0.3417
   -0.9249    0.5490    0.3118
    0.4345   -1.0446   -0.4424
    0.8010    1.8143    0.0410
   -1.9888         0         0
   -0.7881   -0.8098   -0.3898
    1.9191    0.5490    0.0199
    1.3614   -1.9764   -0.0060
   -1.4482    1.9573    0.0048
    0.1872   -1.1440   -0.4405
    1.9191    1.2694    0.0097
    1.5867   -1.0446   -0.0446
    0.4345    1.2694    0.2877
   -0.9249    1.2694    0.1516
    0.1872   -1.9764   -0.0368
   -1.0969   -1.4458   -0.0675
   -1.9066    1.5012    0.0060
    0.4345   -1.9764   -0.0302
    0.9437   -1.0446   -0.2527
    1.3614    1.7047    0.0179
    0.1872    1.7047    0.1052
    0.8010    0.5490    0.4213
         0    1.9573    0.0396
   -1.7202   -0.6568   -0.0452
   -1.9888   -1.4458   -0.0046
   -1.9066    1.2694    0.0106
   -0.4071    1.9573    0.0334
    0.6109   -0.1999   -0.2705
   -1.9066   -0.8098   -0.0208
         0    0.3689    0.6299
   -1.9066   -1.9764   -0.0009
    1.9191   -0.6568   -0.0212
    0.4345    1.7047    0.0969
    2.1163   -1.0446   -0.0071
         0    1.8143    0.0682
   -0.6339    1.9573    0.0287
    2.1163   -1.7458   -0.0010
    1.9191   -1.4458   -0.0063
   -0.9249   -0.8098   -0.3279
   -0.4071   -0.1999   -0.3303
         0   -1.7458   -0.0964
   -1.9066    0.1830    0.0099
   -1.0969   -1.1440   -0.1516
    0.1872    0.1830    0.3638
    0.9437    1.8143    0.0269
   -1.4482    1.5012    0.0282
   -0.7881   -1.4458   -0.1364
    0.1872    1.9573    0.0372
   -0.9249   -0.1999   -0.1523
    1.3085   -1.1440   -0.0927
         0    0.1830    0.3464
    1.9191    0.1830    0.0093
    0.8010   -1.7458   -0.0467
   -1.7202   -1.4458   -0.0130
    1.5867    1.8143    0.0059
    1.3614    0.3689    0.0922
    0.4345    0.5490    0.6684
   -1.0969   -1.7458   -0.0262
    1.9191   -0.1999   -0.0105
    0.8010   -1.4458   -0.1183
    0.9437    1.7047    0.0455
    1.9191    1.7047    0.0029
   -0.4071   -1.8447   -0.0563
    1.3085    0.5490    0.1282
    1.3614    1.8143    0.0106
    0.8010    1.9573    0.0232
   -0.7881    1.2694    0.1848
    0.9437    1.2694    0.1680
    2.1163    0.1830    0.0043
    1.5867    1.0199    0.0474
   -1.0969   -1.8447   -0.0191
   -1.7202    0.8794    0.0355
    0.4345   -1.7458   -0.0726
   -0.7881   -1.1440   -0.2498
   -0.7881    1.5012    0.1222
   -0.7881    0.3689    0.3541
   -1.9066    0.3689    0.0179
    0.6109   -1.8447   -0.0483
   -0.9249    1.7047    0.0495
    0.6109         0         0
         0   -1.8447   -0.0686
   -0.7881   -0.1999   -0.2148
   -1.7202    1.9573    0.0019
    1.3085   -1.9764   -0.0062
   -0.7881   -1.0446   -0.3324
   -0.7881    1.8143    0.0403
    0.8010   -0.6568   -0.4200
         0    1.7047    0.0977
    1.5867    0.1830    0.0306
         0   -1.4458   -0.2456
   -1.4482   -0.8098   -0.0931
    1.3614   -0.6568   -0.1147
   -1.4482   -1.8447   -0.0080
   -0.1989    1.8143    0.0717
    0.4345         0         0
   -1.9066    1.9573    0.0011
    0.9437   -1.4458   -0.1009
         0    0.8794    0.6531
   -1.9888   -1.8447   -0.0013
   -0.1989   -0.8098   -0.6955
    2.1163    0.5490    0.0093
    1.3085    1.8143    0.0131
         0   -1.9764   -0.0364
   -0.6339    1.8143    0.0526
    1.3614   -1.7458   -0.0138
   -1.0969    0.5490    0.2188
   -0.7881    0.8794    0.3670
    2.1163    0.3689    0.0077
    0.6109   -1.7458   -0.0654
   -0.1989    0.8794    0.6171
   -0.6339   -1.8447   -0.0397
   -0.7881    1.9573    0.0211
    1.3614    1.0199    0.0909
   -1.0969    1.2694    0.1091
   -0.4071         0         0
    1.5867   -1.1440   -0.0434
    0.4345   -1.1440   -0.3839
    1.3085    1.0199    0.1135
   -1.4482   -0.3841   -0.0755
   -1.0969    0.1830    0.0954
    1.3614    0.1830    0.0537
   -0.1989   -1.0446   -0.5265
   -0.9249         0         0
   -0.6339    1.0199    0.4373
   -1.9888   -1.7458   -0.0019
   -1.9888   -1.0446   -0.0113
    2.1163    1.0199    0.0072
    0.4345    1.5012    0.1773
   -1.9066   -1.0446   -0.0167
   -0.4071    0.5490    0.6203
   -0.4071   -0.8098   -0.6700
    1.3085   -0.6568   -0.1299
   -0.7881    0.1830    0.1796
   -1.7202    1.0199    0.0339
    0.8010         0         0
   -1.7202   -1.9764   -0.0018
   -0.6339    0.5490    0.4772
    1.9191   -1.8447   -0.0015
   -1.4482    1.7047    0.0145
   -0.1989    1.7047    0.1138
   -1.4482    0.8794    0.0811
    0.4345   -1.4458   -0.2131
   -1.9066   -0.1999   -0.0097
   -0.9249   -1.4458   -0.1133
   -0.7881   -1.9764   -0.0213
   -0.6339   -0.6568   -0.5417
    0.8010   -1.0446   -0.2848
   -1.0969    1.8143    0.0234
   -0.4071   -1.1440   -0.4361
         0   -1.0446   -0.6023
   -0.6339    1.7047    0.0700
    2.1163   -1.1440   -0.0053
   -0.4071    1.7047    0.0902
    0.9437    1.0199    0.2628
    0.4345   -0.6568   -0.6991
   -1.9066         0         0
   -1.9888    0.1830    0.0064
   -1.9888    1.0199    0.0125
    2.1163    1.5012    0.0022
   -0.9249   -1.9764   -0.0164
    0.1872   -1.7458   -0.0921
   -1.0969         0         0
    0.8010    1.0199    0.3249
    0.1872         0         0
    1.3614    0.5490    0.1276
    1.3614   -1.0446   -0.0823
    1.3085   -0.8098   -0.1396
    0.8010   -1.9764   -0.0178
   -0.4071   -1.7458   -0.0814
   -1.9066    0.8794    0.0175
    0.9437   -1.9764   -0.0156
    2.1163    1.8143    0.0008
    0.6109   -1.0446   -0.3750
   -0.4071    0.8794    0.5691
    1.3085   -0.3841   -0.1096
    0.9437   -0.3841   -0.2664
   -1.9066   -1.4458   -0.0060
    0.4345    1.8143    0.0598
   -0.9249    1.5012    0.0895
    0.8010    1.5012    0.1118
    0.9437    0.8794    0.2656
    0.9437    1.9573    0.0181
   -1.9066   -1.7458   -0.0023
   -0.6339   -1.4458   -0.1774
    0.4345    0.3689    0.5558
   -1.9066    1.7047    0.0030
   -0.4071    1.0199    0.5002
   -0.1989   -0.1999   -0.3744
   -0.7881   -0.6568   -0.4253
    1.3085   -1.4458   -0.0458
    1.3085    1.5012    0.0358
   -1.9888   -0.3841   -0.0135
    1.5867    1.2694    0.0289
   -0.7881   -1.8447   -0.0321
    1.3085   -1.8447   -0.0109
         0   -0.3841   -0.6944
    0.1872    0.8794    0.7460
   -1.7202   -1.8447   -0.0035
         0   -1.1440   -0.4790
    1.3085    0.1830    0.0667
    0.1872    1.8143    0.0715
    1.5867   -0.3841   -0.0502
   -1.9066   -0.6568   -0.0216
    1.3085    1.9573    0.0079
   -0.4071   -0.6568   -0.6173
    1.3085   -1.7458   -0.0172
    0.1872    1.2694    0.3785
    1.5867   -1.7458   -0.0074
   -1.7202   -1.1440   -0.0252
    0.8010   -1.1440   -0.2772
   -1.9066    1.0199    0.0149
   -0.6339    1.5012    0.1378
    2.1163   -0.3841   -0.0067
   -1.7202    0.1830    0.0193
    1.3085    0.3689    0.1216
   -1.7202         0         0
   -0.6339   -0.3841   -0.4435
   -0.6339    1.2694    0.2344
   -0.7881   -0.3841   -0.3658
         0    1.2694    0.3540
   -1.4482   -1.0446   -0.0782
   -0.6339    0.1830    0.2363
